country,year,value,indicator
DEU,2000,7.13832994361471,vulnerable_employment
IND,2000,83.7213535927474,vulnerable_employment
USA,2000,4.36890669699113,vulnerable_employment
DEU,2001,7.2312887139114,vulnerable_employment
IND,2001,83.6831549521375,vulnerable_employment
USA,2001,4.34815620378764,vulnerable_employment
DEU,2002,7.14923603424598,vulnerable_employment
IND,2002,83.5942517249853,vulnerable_employment
USA,2002,4.31130371223034,vulnerable_employment
DEU,2003,7.26307436031963,vulnerable_employment
IND,2003,83.5026779976243,vulnerable_employment
USA,2003,4.44578958506753,vulnerable_employment
DEU,2004,7.72229144514195,vulnerable_employment
IND,2004,83.3099974655237,vulnerable_employment
USA,2004,4.45408259671141,vulnerable_employment
DEU,2005,7.82880171729668,vulnerable_employment
IND,2005,83.1538717115951,vulnerable_employment
USA,2005,4.38411289340762,vulnerable_employment
DEU,2006,7.81580271169644,vulnerable_employment
IND,2006,82.926212328015,vulnerable_employment
USA,2006,4.32202395887688,vulnerable_employment
DEU,2007,7.38982539541776,vulnerable_employment
IND,2007,82.7394429147281,vulnerable_employment
USA,2007,4.19449703914943,vulnerable_employment
DEU,2008,7.00175870270074,vulnerable_employment
IND,2008,82.6359919103452,vulnerable_employment
USA,2008,4.07416655287361,vulnerable_employment
DEU,2009,7.01772960715379,vulnerable_employment
IND,2009,82.4804895935204,vulnerable_employment
USA,2009,4.15705280173176,vulnerable_employment
DEU,2010,6.75517744752431,vulnerable_employment
IND,2010,82.312286141453,vulnerable_employment
USA,2010,4.15926584168371,vulnerable_employment
DEU,2011,7.02180025751223,vulnerable_employment
IND,2011,80.9697610878916,vulnerable_employment
USA,2011,4.07259887669515,vulnerable_employment
DEU,2012,6.84590019039311,vulnerable_employment
IND,2012,79.6487446201012,vulnerable_employment
USA,2012,4.07535743103086,vulnerable_employment
DEU,2013,6.52421225849841,vulnerable_employment
IND,2013,79.0944024401267,vulnerable_employment
USA,2013,4.0277050197679,vulnerable_employment
DEU,2014,6.31938811783888,vulnerable_employment
IND,2014,78.5181807246357,vulnerable_employment
USA,2014,3.98332916779183,vulnerable_employment
DEU,2015,6.15334219504752,vulnerable_employment
IND,2015,77.8760454344934,vulnerable_employment
USA,2015,4.01903097374602,vulnerable_employment
DEU,2016,6.01011095191089,vulnerable_employment
IND,2016,77.2156141688909,vulnerable_employment
USA,2016,4.02570619192093,vulnerable_employment
DEU,2017,5.81126821381395,vulnerable_employment
IND,2017,76.5180932398501,vulnerable_employment
USA,2017,3.98095082402989,vulnerable_employment
DEU,2018,5.54823982417323,vulnerable_employment
IND,2018,75.8131257799368,vulnerable_employment
USA,2018,4.02366659006327,vulnerable_employment
DEU,2019,5.29598518556429,vulnerable_employment
IND,2019,75.2031954710256,vulnerable_employment
USA,2019,3.93462654039839,vulnerable_employment
DEU,2020,5.04590467990138,vulnerable_employment
IND,2020,75.0761774925483,vulnerable_employment
USA,2020,3.95644039443845,vulnerable_employment
DEU,2021,4.88659251518676,vulnerable_employment
IND,2021,74.5533066565003,vulnerable_employment
USA,2021,4.02475791685968,vulnerable_employment
DEU,2022,4.57471962343057,vulnerable_employment
IND,2022,74.0023374256774,vulnerable_employment
USA,2022,3.86455082663516,vulnerable_employment
DEU,2023,4.44476279613189,vulnerable_employment
IND,2023,72.7628402822064,vulnerable_employment
USA,2023,3.75894143719088,vulnerable_employment
DEU,2024,4.37006779408582,vulnerable_employment
IND,2024,72.0646133231289,vulnerable_employment
USA,2024,3.85135079514778,vulnerable_employment
DEU,2025,4.34422405251041,vulnerable_employment
IND,2025,71.583962506186,vulnerable_employment
USA,2025,3.80976956797991,vulnerable_employment
